Season,Agency,Date,Time,Station ID,Depth(m),Temperature(C),Conductivity (S/m),pH,Oxygen (mg/L),Transmissivity (%),Salinity (psu),Density (å-theta),Time (s),Descent rate (m/s),SBE DO sat (mg/L),SBE Beam C,Chl-a (ug/L),CDOM (ug/L),Ammonia-N (ug/L),Total Colif. (MPN),Fecal Colif. (MPN),E. coli (MPN),Enterococci (MPN),Void
Winter,OCSD,2/6/2008,1407,2103,9,12.87,3.911,8.07,8.05,76.87,33.341,25.133,31.4,0.75,8.58,1.052,10.63,1.7,,,,,,99
Winter,OCSD,2/6/2008,1407,2103,10,12.84,3.909,8.06,7.97,77.73,33.359,25.154,32.8,0.68,8.58,1.008,10.52,1.63,20,10,10,10,10,99
Winter,OCSD,2/6/2008,1407,2103,11,12.81,3.909,8.05,7.94,79.29,33.378,25.175,34.2,0.77,8.59,0.928,10.59,1.58,,,,,,99
Winter,OCSD,2/6/2008,1407,2103,12,12.79,3.908,8.05,7.9,81.15,33.383,25.181,35.5,0.8,8.59,0.836,10.37,1.54,,,,,,99
Winter,OCSD,2/6/2008,1407,2103,13,12.8,3.909,8.05,7.8,82,33.387,25.184,36.8,0.73,8.59,0.794,10.33,1.5,,,,,,99
Winter,OCSD,2/6/2008,1407,2103,14,12.77,3.908,8.04,7.67,82.12,33.399,25.198,38.2,0.68,8.59,0.788,10.55,1.48,,,,,,99
Winter,OCSD,2/6/2008,1407,2103,15,12.72,3.903,8.03,7.58,82.21,33.407,25.216,39.6,0.78,8.6,0.784,8.58,1.48,20,10,10,10,10,99
Winter,OCSD,2/6/2008,1407,2103,16,12.68,3.901,8.02,7.53,83.81,33.411,25.225,40.9,0.74,8.61,0.706,8.21,1.47,,,,,,99
Winter,OCSD,2/6/2008,1407,2103,17,12.67,3.9,8.02,7.49,84.89,33.413,25.228,42.2,0.89,8.61,0.655,7.92,1.49,,,,,,99
Winter,OCSD,2/6/2008,1407,2103,18,12.66,3.899,8.01,7.45,85.63,33.414,25.231,43.4,0.77,8.61,0.621,7.2,1.52,,,,,,99
Winter,OCSD,2/6/2008,1407,2103,19,12.66,3.899,8.01,7.41,85.93,33.416,25.234,44.7,0.77,8.61,0.607,6.88,1.53,,,,,,99
Winter,OCSD,2/6/2008,1407,2103,20,12.66,3.899,8.01,7.36,86.18,33.417,25.235,46.1,0.68,8.61,0.595,6.8,1.51,,,,,,99
Winter,OCSD,2/6/2008,1407,2103,21,12.64,3.898,8.01,7.31,86.39,33.422,25.241,47.5,0.74,8.62,0.585,6.19,1.52,,,,,,99
Winter,OCSD,2/6/2008,1407,2103,22,12.63,3.898,8,7.24,86.75,33.423,25.244,49,0.68,8.62,0.569,5.98,1.53,,,,,,99
Winter,OCSD,2/6/2008,1407,2103,23,12.62,3.897,8,7.14,86.97,33.426,25.249,50.4,0.79,8.62,0.558,5.75,1.51,,,,,,99
Winter,OCSD,2/6/2008,1407,2103,24,12.58,3.894,8,7.06,87.14,33.431,25.26,51.6,0.81,8.63,0.551,5.01,1.52,,,,,,99
Winter,OCSD,2/6/2008,1407,2103,25,12.55,3.891,7.99,7,87.39,33.436,25.27,52.9,0.8,8.63,0.539,4.77,1.56,,,,,,99
Winter,OCSD,2/6/2008,1407,2103,26,12.52,3.889,7.98,6.94,87.62,33.44,25.279,54.1,0.85,8.64,0.529,4.23,1.59,,,,,,99
Winter,OCSD,2/6/2008,1407,2103,27,12.51,3.888,7.97,6.87,87.95,33.442,25.283,55.4,0.66,8.64,0.513,4.1,1.57,,,,,,99
Winter,OCSD,2/6/2008,1407,2103,28,12.48,3.886,7.97,6.81,88.08,33.448,25.293,57,0.68,8.64,0.508,3.86,1.56,,,,,,99
Winter,OCSD,2/6/2008,1407,2103,29,12.46,3.885,7.97,6.76,88.29,33.452,25.3,58.4,0.8,8.65,0.498,3.56,1.56,,,,,,99
Winter,OCSD,2/6/2008,1407,2103,30,12.45,3.884,7.96,6.63,88.49,33.454,25.304,59.6,0.8,8.65,0.489,3.4,1.59,20,487,10,10,10,99
Winter,OCSD,2/6/2008,1407,2103,31,12.44,3.883,7.96,6.39,88.63,33.455,25.307,60.9,0.76,8.65,0.483,3.41,1.62,,,,,,99
Winter,OCSD,2/6/2008,1407,2103,32,12.32,3.874,7.96,6.17,88.66,33.471,25.342,62.2,0.78,8.67,0.481,2.89,1.76,,,,,,99
Winter,OCSD,2/6/2008,1407,2103,33,12.17,3.861,7.93,6,88.77,33.482,25.379,63.6,0.66,8.7,0.477,2.11,1.99,,,,,,99
Winter,OCSD,2/6/2008,1407,2103,34,12.12,3.857,7.91,5.82,88.87,33.484,25.39,65.1,0.77,8.71,0.472,1.74,2.16,,,,,,99
Winter,OCSD,2/6/2008,1407,2103,35,12.08,3.853,7.9,5.63,88.89,33.483,25.397,66.3,0.81,8.72,0.471,1.58,2.33,,,,,,99
Winter,OCSD,2/6/2008,1407,2103,36,12.02,3.848,7.89,5.44,88.84,33.482,25.407,67.6,0.81,8.73,0.473,1.55,2.51,,,,,,99
Winter,OCSD,2/6/2008,1407,2103,37,11.89,3.841,7.88,5.28,88.53,33.537,25.475,68.9,0.7,8.75,0.487,1.48,2.36,,,,,,99
Winter,OCSD,2/6/2008,1407,2103,38,11.78,3.834,7.85,5.14,87.84,33.568,25.519,70.3,0.75,8.77,0.518,1.2,2.05,,,,,,99
Winter,OCSD,2/6/2008,1407,2103,39,11.66,3.825,7.85,5.03,87.32,33.589,25.558,71.7,0.76,8.79,0.543,1.3,1.9,,,,,,99
Winter,OCSD,2/6/2008,1407,2103,40,11.54,3.815,7.83,4.95,87.15,33.601,25.59,73,0.7,8.81,0.55,0.87,1.75,,,,,,99
Winter,OCSD,2/6/2008,1407,2103,41,11.43,3.806,7.82,4.92,87.31,33.609,25.615,74.4,0.79,8.83,0.543,0.77,1.7,,,,,,99
Winter,OCSD,2/6/2008,1407,2103,42,11.37,3.801,7.82,4.88,87.62,33.612,25.63,75.7,0.77,8.84,0.528,0.71,1.69,,,,,,99
Winter,OCSD,2/6/2008,1407,2103,43,11.35,3.799,7.81,4.79,87.82,33.614,25.635,77,0.8,8.85,0.519,0.67,1.66,,,,,,99
Winter,OCSD,2/6/2008,1407,2103,44,11.36,3.801,7.81,4.69,88.27,33.623,25.64,78.3,0.74,8.84,0.499,0.67,1.62,,,,,,99
Winter,OCSD,2/6/2008,1407,2103,45,11.33,3.801,7.81,4.62,88.32,33.646,25.663,79.7,0.67,8.85,0.497,0.69,1.64,20,10,10,10,10,99
Winter,OCSD,2/6/2008,1407,2103,46,11.24,3.794,7.8,4.57,87.38,33.658,25.688,81.1,0.79,8.86,0.54,0.65,1.61,,,,,,99
Winter,OCSD,2/6/2008,1407,2103,47,11.21,3.792,7.79,4.52,86.73,33.663,25.697,82.4,0.73,8.87,0.57,0.63,1.6,,,,,,99
Winter,OCSD,2/6/2008,1407,2103,48,11.19,3.79,7.79,4.49,86.85,33.671,25.708,83.7,0.81,8.87,0.564,0.63,1.59,,,,,,99
Winter,OCSD,2/6/2008,1407,2103,49,11.17,3.79,7.79,4.46,86.66,33.676,25.714,84.9,0.85,8.88,0.573,0.63,1.6,,,,,,99
Winter,OCSD,2/6/2008,1407,2103,50,11.17,3.789,7.79,4.4,86.56,33.677,25.716,86.1,0.81,8.88,0.577,0.63,1.61,,,,,,99
Winter,OCSD,2/6/2008,1407,2103,51,11.16,3.789,7.78,4.3,87.12,33.685,25.725,87.7,0.58,8.88,0.551,0.62,1.61,,,,,,99
Winter,OCSD,2/6/2008,1407,2103,52,11.03,3.78,7.78,4.26,87.25,33.712,25.768,89.3,0.76,8.9,0.546,0.58,1.63,,,,,,99
Winter,OCSD,2/6/2008,1407,2103,53,10.95,3.774,7.77,4.23,86.89,33.726,25.793,90.5,0.88,8.92,0.562,0.55,1.62,,,,,,99
Winter,OCSD,2/6/2008,1407,2103,54,10.91,3.77,7.77,4.17,87.06,33.726,25.802,91.6,0.82,8.92,0.554,0.51,1.62,,,,,,99
Winter,OCSD,2/6/2008,1407,2103,55,10.87,3.768,7.77,4.11,87.8,33.739,25.817,93,0.71,8.93,0.521,0.5,1.6,,,,,,99
Winter,OCSD,2/6/2008,1407,2103,56,10.86,3.768,7.76,4.07,88.04,33.751,25.829,94.3,0.78,8.93,0.51,0.51,1.62,,,,,,99
Winter,OCSD,2/6/2008,1407,2103,57,10.85,3.768,7.75,4.03,88.4,33.753,25.833,95.6,0.74,8.93,0.493,0.51,1.61,,,,,,99
Winter,OCSD,2/6/2008,1407,2103,58,10.84,3.767,7.75,3.96,88.41,33.756,25.836,97,0.8,8.93,0.493,0.5,1.63,,,,,,99
Winter,OCSD,2/6/2008,1407,2103,59,10.83,3.767,7.75,3.9,88.36,33.767,25.847,98.2,0.77,8.94,0.495,0.5,1.66,,,,,,99
Winter,OCSD,2/6/2008,1407,2103,60,10.82,3.768,7.75,3.83,88.17,33.779,25.858,99.5,0.78,8.94,0.504,0.49,1.65,20,10,10,10,10,99
Winter,OCSD,2/6/2008,1407,2103,61,10.82,3.768,7.74,3.76,87.62,33.784,25.862,100.9,0.76,8.94,0.529,0.49,1.68,,,,,,99
Winter,OCSD,2/6/2008,1407,2103,62,10.8,3.768,7.74,3.71,87.3,33.798,25.876,102.3,0.73,8.94,0.543,0.48,1.68,,,,,,99
Winter,OCSD,2/6/2008,1407,2103,63,10.79,3.767,7.73,3.67,86.76,33.803,25.882,103.5,0.9,8.94,0.568,0.48,1.7,,,,,,99
Winter,OCSD,2/6/2008,1407,2103,64,10.79,3.768,7.73,3.59,86.69,33.807,25.885,104.8,0.65,8.94,0.571,0.48,1.71,,,,,,99
Winter,OCSD,2/6/2008,1407,2103,65,10.78,3.768,7.73,3.49,86.6,33.814,25.892,106.3,0.73,8.94,0.575,0.48,1.75,,,,,,99
Winter,OCSD,2/6/2008,1407,2103,66,10.75,3.767,7.72,3.44,85.39,33.837,25.915,107.6,0.85,8.95,0.632,0.47,1.79,,,,,,99
Winter,OCSD,2/6/2008,1407,2103,67,10.75,3.767,7.71,3.4,83.91,33.841,25.919,108.8,0.83,8.95,0.702,0.48,1.8,,,,,,99
Winter,OCSD,2/6/2008,1407,2103,68,10.74,3.767,7.71,3.36,82.28,33.843,25.921,110,0.8,8.95,0.78,0.47,1.82,,,,,,99
Winter,OCSD,2/6/2008,1407,2103,69,10.73,3.767,7.71,3.31,82.23,33.851,25.93,111.4,0.69,8.95,0.782,0.47,1.83,,,,,,99
Winter,OCSD,2/6/2008,1407,2103,70,10.71,3.766,7.71,3.26,82.5,33.861,25.943,112.9,0.63,8.96,0.77,0.47,1.85,,,,,,99
Winter,OCSD,2/6/2008,1407,2103,71,10.67,3.764,7.7,3.24,84.23,33.873,25.957,114.3,0.82,8.96,0.687,0.46,1.85,,,,,,99
Winter,OCSD,2/6/2008,1407,2103,72,10.66,3.763,7.7,3.22,84.58,33.879,25.965,115.6,0.8,8.96,0.67,0.46,1.84,,,,,,99
Winter,OCSD,2/6/2008,1407,2103,73,10.65,3.763,7.7,3.21,84.93,33.88,25.967,116.8,0.83,8.96,0.653,0.47,1.81,,,,,,99
Winter,OCSD,2/6/2008,1407,2103,74,10.65,3.763,7.7,3.2,85.15,33.881,25.968,118.2,0.65,8.97,0.643,0.47,1.84,,,,,,99
Winter,OCSD,2/6/2008,1407,2103,75,10.64,3.763,7.7,3.21,85.23,33.884,25.971,119.7,0.65,8.97,0.639,0.44,1.8,,,,,,99
Winter,OCSD,2/6/2008,1353,2104,1,13.37,3.956,8.1,8.38,82.28,33.333,25.028,8.7,0.5,8.49,0.78,3.19,1.32,20,10,10,10,10,99
Winter,OCSD,2/6/2008,1353,2104,2,13.35,3.955,8.1,8.39,82.88,33.338,25.035,9.9,0.71,8.49,0.751,3.44,1.38,,,,,,99
Winter,OCSD,2/6/2008,1353,2104,3,13.23,3.944,8.1,8.42,82.89,33.345,25.065,11.2,0.91,8.51,0.751,4.73,1.37,,,,,,99
Winter,OCSD,2/6/2008,1353,2104,4,13.16,3.937,8.1,8.43,82.38,33.343,25.078,12.4,0.73,8.53,0.775,6.96,1.39,,,,,,99
Winter,OCSD,2/6/2008,1353,2104,5,13.09,3.931,8.11,8.43,82.12,33.343,25.091,13.9,0.66,8.54,0.788,7.18,1.4,20,10,10,10,10,99
Winter,OCSD,2/6/2008,1353,2104,6,13.04,3.926,8.1,8.43,81.9,33.342,25.102,15.2,0.85,8.55,0.799,8.23,1.44,,,,,,99
Winter,OCSD,2/6/2008,1353,2104,7,13.01,3.923,8.1,8.43,81.96,33.345,25.109,16.5,0.75,8.55,0.796,9.1,1.48,,,,,,99
Winter,OCSD,2/6/2008,1353,2104,8,12.98,3.921,8.1,8.42,81.84,33.346,25.116,17.9,0.66,8.56,0.802,9.89,1.5,,,,,,99
Winter,OCSD,2/6/2008,1353,2104,9,12.96,3.92,8.1,8.39,81.83,33.349,25.122,19.3,0.81,8.56,0.802,10.04,1.5,,,,,,99
Winter,OCSD,2/6/2008,1353,2104,10,12.92,3.917,8.1,8.36,81.87,33.356,25.135,20.6,0.78,8.57,0.8,9.98,1.47,20,10,10,10,10,99
Winter,OCSD,2/6/2008,1353,2104,11,12.93,3.917,8.09,8.27,81.78,33.355,25.133,21.9,0.71,8.57,0.805,9.43,1.45,,,,,,99
Winter,OCSD,2/6/2008,1353,2104,12,12.89,3.914,8.09,8.16,81.73,33.36,25.146,23.3,0.74,8.58,0.807,9.75,1.46,,,,,,99
Winter,OCSD,2/6/2008,1353,2104,13,12.83,3.91,8.08,8.06,81.91,33.367,25.161,24.7,0.73,8.58,0.798,9.96,1.5,,,,,,99
Winter,OCSD,2/6/2008,1353,2104,14,12.81,3.908,8.07,7.95,82.24,33.377,25.175,26.1,0.7,8.59,0.782,9.82,1.52,,,,,,99
Winter,OCSD,2/6/2008,1353,2104,15,12.79,3.908,8.06,7.88,82.37,33.382,25.18,27.4,0.85,8.59,0.776,10.71,1.49,20,10,10,10,10,99
Winter,OCSD,2/6/2008,1353,2104,16,12.77,3.907,8.05,7.83,82.57,33.389,25.19,28.7,0.76,8.59,0.766,11.01,1.49,,,,,,99
Winter,OCSD,2/6/2008,1353,2104,17,12.76,3.906,8.05,7.76,82.69,33.393,25.196,30.1,0.64,8.6,0.76,11.13,1.45,,,,,,99
Winter,OCSD,2/6/2008,1353,2104,18,12.74,3.904,8.05,7.71,83,33.399,25.205,31.6,0.79,8.6,0.745,10.51,1.41,,,,,,99
Winter,OCSD,2/6/2008,1353,2104,19,12.71,3.903,8.04,7.68,83.29,33.405,25.215,32.9,0.79,8.6,0.731,10.16,1.39,,,,,,99
Winter,OCSD,2/6/2008,1353,2104,20,12.7,3.902,8.04,7.62,83.19,33.407,25.219,34.4,0.59,8.61,0.736,10.51,1.41,,,,,,99
Winter,OCSD,2/6/2008,1353,2104,21,12.68,3.901,8.04,7.6,83.5,33.411,25.225,35.9,0.88,8.61,0.721,10.28,1.39,,,,,,99
Winter,OCSD,2/6/2008,1353,2104,22,12.66,3.899,8.03,7.59,83.62,33.417,25.234,37,0.88,8.61,0.716,9.66,1.37,,,,,,99
Winter,OCSD,2/6/2008,1353,2104,23,12.65,3.898,8.03,7.58,83.9,33.418,25.237,38.2,0.72,8.62,0.702,9.34,1.33,,,,,,99
Winter,OCSD,2/6/2008,1353,2104,24,12.65,3.898,8.03,7.56,84.36,33.419,25.239,39.7,0.71,8.62,0.681,8.86,1.31,,,,,,99
Winter,OCSD,2/6/2008,1353,2104,25,12.64,3.898,8.03,7.54,84.53,33.424,25.243,41,0.8,8.62,0.672,8.44,1.31,,,,,,99
Winter,OCSD,2/6/2008,1353,2104,26,12.63,3.897,8.02,7.51,84.54,33.424,25.246,42.4,0.63,8.62,0.672,8.24,1.3,,,,,,99
Winter,OCSD,2/6/2008,1353,2104,27,12.62,3.897,8.02,7.46,84.78,33.425,25.248,44,0.72,8.62,0.661,8.51,1.3,,,,,,99
Winter,OCSD,2/6/2008,1353,2104,28,12.62,3.897,8.02,7.43,84.85,33.427,25.251,45.3,0.77,8.62,0.657,7.53,1.29,,,,,,99
Winter,OCSD,2/6/2008,1353,2104,29,12.61,3.896,8.02,7.36,85.23,33.429,25.254,46.6,0.76,8.62,0.639,7.06,1.28,,,,,,99
Winter,OCSD,2/6/2008,1353,2104,30,12.6,3.896,8.01,7.28,85.54,33.431,25.256,47.9,0.86,8.62,0.625,6.52,1.29,20,10,10,10,10,99
Winter,OCSD,2/6/2008,1353,2104,31,12.59,3.895,8.01,7.18,85.85,33.433,25.259,49.2,0.7,8.62,0.61,5.96,1.28,,,,,,99
Winter,OCSD,2/6/2008,1353,2104,32,12.58,3.894,8,7.03,86.08,33.434,25.264,50.7,0.63,8.63,0.6,5.99,1.35,,,,,,99
Winter,OCSD,2/6/2008,1353,2104,33,12.55,3.892,8,6.9,86.68,33.438,25.271,52.1,0.9,8.63,0.572,5.06,1.41,,,,,,99
Winter,OCSD,2/6/2008,1353,2104,34,12.52,3.889,7.99,6.8,87.37,33.445,25.284,53.1,0.92,8.64,0.54,4.13,1.46,,,,,,99
Winter,OCSD,2/6/2008,1353,2104,35,12.48,3.886,7.98,6.65,87.88,33.448,25.294,54.4,0.7,8.64,0.517,3.6,1.47,,,,,,99
Winter,OCSD,2/6/2008,1353,2104,36,12.41,3.881,7.97,6.47,88.04,33.454,25.311,55.9,0.64,8.66,0.509,3.46,1.52,,,,,,99
Winter,OCSD,2/6/2008,1353,2104,37,12.29,3.872,7.96,6.32,88.43,33.47,25.346,57.4,0.73,8.68,0.492,2.68,1.52,,,,,,99
Winter,OCSD,2/6/2008,1353,2104,38,12.23,3.867,7.95,6.18,88.91,33.482,25.366,58.8,0.74,8.69,0.47,2.18,1.53,,,,,,99
Winter,OCSD,2/6/2008,1353,2104,39,12.2,3.865,7.94,6.02,89.17,33.49,25.379,60.1,0.73,8.69,0.458,1.94,1.56,,,,,,99
Winter,OCSD,2/6/2008,1353,2104,40,12.14,3.861,7.93,5.88,89.43,33.503,25.4,61.4,0.93,8.7,0.447,1.82,1.57,,,,,,99
Winter,OCSD,2/6/2008,1353,2104,41,12.07,3.856,7.92,5.71,89.56,33.52,25.428,62.6,0.74,8.72,0.441,1.73,1.6,,,,,,99
Winter,OCSD,2/6/2008,1353,2104,42,12.02,3.853,7.9,5.37,89.66,33.528,25.443,64.1,0.63,8.72,0.436,1.47,1.7,,,,,,99
Winter,OCSD,2/6/2008,1353,2104,43,11.8,3.831,7.89,5.1,89.85,33.521,25.479,65.5,0.88,8.77,0.428,1.25,2.22,,,,,,99
Winter,OCSD,2/6/2008,1353,2104,44,11.58,3.81,7.86,4.91,89.93,33.508,25.51,66.7,0.81,8.81,0.424,1.02,2.93,,,,,,99
Winter,OCSD,2/6/2008,1353,2104,45,11.45,3.798,7.82,4.69,89.75,33.504,25.53,68.1,0.63,8.83,0.433,0.86,3.57,130,932,33,30,10,99
Winter,OCSD,2/6/2008,1353,2104,46,11.29,3.782,7.81,4.58,89.05,33.494,25.551,69.5,0.79,8.86,0.464,0.8,4.12,,,,,,99
Winter,OCSD,2/6/2008,1353,2104,47,11.17,3.771,7.78,4.58,88.45,33.5,25.578,71,0.64,8.89,0.491,0.69,4.4,,,,,,99
Winter,OCSD,2/6/2008,1353,2104,48,11.27,3.785,7.78,4.55,87.89,33.541,25.591,72.4,0.8,8.86,0.516,0.7,3.79,,,,,,99
Winter,OCSD,2/6/2008,1353,2104,49,11.36,3.798,7.79,4.5,87.49,33.588,25.613,73.7,0.75,8.84,0.535,0.74,2.97,,,,,,99
Winter,OCSD,2/6/2008,1353,2104,50,11.36,3.803,7.8,4.44,87.65,33.638,25.651,75.1,0.66,8.84,0.527,0.73,2.25,,,,,,99
Winter,OCSD,2/6/2008,1353,2104,51,11.29,3.798,7.8,4.41,87.47,33.658,25.68,76.6,0.8,8.85,0.535,0.7,1.94,,,,,,99
Winter,OCSD,2/6/2008,1353,2104,52,11.24,3.795,7.79,4.39,87.37,33.669,25.697,77.8,0.88,8.86,0.54,0.67,1.84,,,,,,99
Winter,OCSD,2/6/2008,1353,2104,53,11.22,3.794,7.79,4.37,87.69,33.677,25.707,79,0.74,8.87,0.526,0.65,1.74,,,,,,99
Winter,OCSD,2/6/2008,1353,2104,54,11.21,3.794,7.79,4.34,87.87,33.682,25.713,80.5,0.61,8.87,0.517,0.65,1.67,,,,,,99
Winter,OCSD,2/6/2008,1353,2104,55,11.18,3.792,7.79,4.3,88.21,33.689,25.723,82.1,0.71,8.87,0.502,0.63,1.61,,,,,,99
Winter,OCSD,2/6/2008,1353,2104,56,11.15,3.789,7.79,4.27,88.66,33.697,25.736,83.4,0.78,8.88,0.481,0.61,1.58,,,,,,99
Winter,OCSD,2/6/2008,1353,2104,57,11.12,3.788,7.78,4.22,88.76,33.702,25.745,84.7,0.75,8.88,0.477,0.61,1.56,,,,,,99
Winter,OCSD,2/6/2008,1353,2104,58,11.08,3.785,7.78,4.18,88.77,33.711,25.758,86,0.87,8.89,0.476,0.6,1.59,,,,,,99
Winter,OCSD,2/6/2008,1353,2104,59,10.99,3.779,7.78,4.17,88.77,33.728,25.788,87.3,0.67,8.91,0.477,0.57,1.6,,,,,,99
Winter,OCSD,2/6/2008,1353,2104,60,10.94,3.774,7.77,4.16,88.77,33.732,25.8,88.8,0.74,8.92,0.477,0.56,1.55,20,31,10,10,10,99
Winter,OCSD,2/6/2008,1353,2104,61,10.89,3.77,7.77,4.12,89.26,33.735,25.812,90.1,0.82,8.93,0.454,0.53,1.53,,,,,,99
Winter,OCSD,2/6/2008,1353,2104,62,10.82,3.764,7.77,4.04,89.66,33.743,25.83,91.3,0.77,8.94,0.436,0.5,1.52,,,,,,99
Winter,OCSD,2/6/2008,1353,2104,63,10.82,3.767,7.77,3.91,89.89,33.762,25.844,92.8,0.65,8.94,0.426,0.49,1.57,,,,,,99
Winter,OCSD,2/6/2008,1353,2104,64,10.81,3.767,7.76,3.83,90.05,33.779,25.859,94.2,0.81,8.94,0.419,0.52,1.63,,,,,,99
Winter,OCSD,2/6/2008,1353,2104,65,10.82,3.77,7.75,3.77,89.61,33.793,25.868,95.5,0.75,8.94,0.439,0.51,1.64,,,,,,99
Winter,OCSD,2/6/2008,1353,2104,66,10.8,3.768,7.74,3.69,89.01,33.792,25.871,96.8,0.77,8.94,0.466,0.5,1.62,,,,,,99
Winter,OCSD,2/6/2008,1353,2104,67,10.8,3.769,7.74,3.62,88.62,33.805,25.881,98.1,0.77,8.94,0.483,0.49,1.65,,,,,,99
Winter,OCSD,2/6/2008,1353,2104,68,10.78,3.769,7.74,3.56,88.54,33.819,25.896,99.5,0.73,8.94,0.487,0.48,1.69,,,,,,99
Winter,OCSD,2/6/2008,1353,2104,69,10.76,3.767,7.73,3.49,88.23,33.827,25.905,100.9,0.68,8.95,0.501,0.48,1.67,,,,,,99
Winter,OCSD,2/6/2008,1353,2104,70,10.73,3.767,7.73,3.45,87.98,33.844,25.924,102.3,0.79,8.95,0.512,0.47,1.69,,,,,,99
Winter,OCSD,2/6/2008,1353,2104,71,10.73,3.766,7.72,3.42,87.82,33.847,25.928,103.7,0.7,8.95,0.519,0.47,1.68,,,,,,99
Winter,OCSD,2/6/2008,1353,2104,72,10.72,3.766,7.72,3.38,87.84,33.849,25.931,105.1,0.73,8.95,0.518,0.46,1.68,,,,,,99
Winter,OCSD,2/6/2008,1353,2104,73,10.72,3.766,7.72,3.33,88.63,33.854,25.935,106.3,0.93,8.95,0.483,0.46,1.69,,,,,,99
Winter,OCSD,2/6/2008,1353,2104,74,10.71,3.766,7.72,3.3,88.89,33.858,25.939,107.5,0.81,8.95,0.471,0.45,1.69,,,,,,99
Winter,OCSD,2/6/2008,1353,2104,75,10.68,3.765,7.71,3.29,88.66,33.875,25.957,109,0.53,8.96,0.481,0.44,1.73,,,,,,99
Winter,OCSD,2/6/2008,751,2105,1,12.92,3.914,8.04,7.98,84.82,33.335,25.118,14.2,0.58,8.57,0.658,4.42,1.81,20,,,,,99
Winter,OCSD,2/6/2008,751,2105,2,12.92,3.914,8.04,8,84.42,33.335,25.118,15.3,0.7,8.57,0.663,5.12,1.8,,,,,,99
Winter,OCSD,2/6/2008,751,2105,3,12.92,3.914,8.04,8.02,84.74,33.335,25.118,16.7,0.75,8.57,0.662,5.73,1.8,,,,,,99
Winter,OCSD,2/6/2008,751,2105,4,12.92,3.915,8.04,8.02,84.8,33.334,25.118,18.1,0.71,8.57,0.66,6.05,1.84,,,,,,99
Winter,OCSD,2/6/2008,751,2105,5,12.92,3.915,8.04,8.02,84.82,33.335,25.118,19.5,0.74,8.57,0.659,6.29,1.75,20,,,,,99
Winter,OCSD,2/6/2008,751,2105,6,12.93,3.915,8.04,8.01,84.83,33.335,25.118,20.8,0.74,8.57,0.658,6.17,1.68,,,,,,99
Winter,OCSD,2/6/2008,751,2105,7,12.92,3.915,8.04,8.02,84.87,33.335,25.118,22.3,0.71,8.57,0.656,6.13,1.74,,,,,,99
Winter,OCSD,2/6/2008,751,2105,8,12.93,3.915,8.04,8.04,84.83,33.335,25.118,23.6,0.75,8.57,0.658,6.16,1.76,,,,,,99
Winter,OCSD,2/6/2008,751,2105,9,12.93,3.915,8.04,8.04,84.82,33.335,25.118,25.1,0.61,8.57,0.658,6.08,1.72,,,,,,99
Winter,OCSD,2/6/2008,751,2105,10,12.93,3.915,8.04,8.04,84.81,33.334,25.117,26.7,0.73,8.57,0.659,5.95,1.78,20,,,,,99
Winter,OCSD,2/6/2008,751,2105,11,12.93,3.916,8.04,8.03,84.75,33.336,25.118,27.8,0.99,8.57,0.662,6.04,1.81,,,,,,99
Winter,OCSD,2/6/2008,751,2105,12,12.93,3.916,8.04,8.03,84.9,33.337,25.118,29.1,0.64,8.57,0.655,5.76,1.81,,,,,,99
Winter,OCSD,2/6/2008,751,2105,13,12.93,3.916,8.04,8.02,85.06,33.337,25.118,30.8,0.6,8.57,0.647,5.78,1.79,,,,,,99
Winter,OCSD,2/6/2008,751,2105,14,12.94,3.917,8.04,8,85.04,33.341,25.12,32.2,0.89,8.57,0.648,5.82,1.78,,,,,,99
Winter,OCSD,2/6/2008,751,2105,15,12.94,3.918,8.04,7.96,85.1,33.344,25.122,33.4,0.72,8.57,0.645,5.93,1.73,20,,,,,99
Winter,OCSD,2/6/2008,751,2105,16,12.95,3.919,8.03,7.88,85.56,33.35,25.125,34.9,0.66,8.56,0.624,5.51,1.73,,,,,,99
Winter,OCSD,2/6/2008,751,2105,17,12.94,3.919,8.03,7.82,85.86,33.361,25.135,36.3,0.82,8.57,0.61,4.95,1.72,,,,,,99
Winter,OCSD,2/6/2008,751,2105,18,12.91,3.917,8.02,7.76,86.4,33.366,25.146,37.7,0.65,8.57,0.585,4.54,1.76,,,,,,99
Winter,OCSD,2/6/2008,751,2105,19,12.89,3.916,8.02,7.69,86.69,33.371,25.153,39.3,0.66,8.57,0.571,4.59,1.73,,,,,,99
Winter,OCSD,2/6/2008,751,2105,20,12.87,3.915,8.01,7.62,86.84,33.38,25.163,40.6,0.86,8.58,0.564,4.74,1.71,,,,,,99
Winter,OCSD,2/6/2008,751,2105,21,12.85,3.914,8.01,7.51,87.32,33.384,25.171,41.9,0.68,8.58,0.543,4.28,1.68,,,,,,99
Winter,OCSD,2/6/2008,751,2105,22,12.83,3.913,8.01,7.4,87.71,33.394,25.184,43.4,0.73,8.58,0.524,3.7,1.66,,,,,,99
Winter,OCSD,2/6/2008,751,2105,23,12.76,3.908,8,7.35,88.19,33.407,25.207,44.6,0.94,8.6,0.503,3.24,1.59,,,,,,99
Winter,OCSD,2/6/2008,751,2105,24,12.73,3.906,7.99,7.29,88.75,33.408,25.213,45.8,0.75,8.6,0.477,3.05,1.6,,,,,,99
